0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,225,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,132,1,91,0,7,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,35,0,255,0,193,64,0,0,0,93,0,147,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,0,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,114,6,109,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,38,0,255,0,0,64,0,0,0,90,0,150,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,126,6,115,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,40,0,255,0,0,64,0,0,0,88,0,152,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,138,6,107,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,42,0,255,0,0,64,0,0,0,86,0,154,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,160,6,85,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,46,0,255,0,0,64,0,0,0,82,0,158,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,172,6,74,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,48,0,255,0,0,64,0,0,0,80,0,160,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,52,0,255,0,0,64,0,0,0,76,0,164,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,56,0,255,0,0,64,0,0,0,72,0,168,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,58,0,255,0,0,64,0,0,0,70,0,170,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,62,0,255,0,0,64,0,0,0,66,0,174,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,65,0,255,0,0,64,0,0,0,63,0,177,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,69,0,255,0,0,132,0,0,0,63,0,171,0,254,128,1,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,166,6,59,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,72,0,255,0,0,129,0,0,0,60,0,166,128,254,128,1,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,144,6,80,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,76,0,255,0,0,128,0,0,0,56,0,160,128,254,128,1,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,126,6,97,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,79,0,255,0,0,67,0,0,0,59,0,156,0,254,128,255,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,104,6,121,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,83,0,255,0,0,64,0,0,0,63,0,150,0,254,128,255,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,92,6,131,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,85,0,255,0,0,64,0,0,0,65,0,147,0,254,128,255,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,98,6,143,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,88,0,255,0,0,64,0,0,0,68,0,142,128,254,128,255,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,114,6,131,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,91,0,255,0,0,64,0,0,0,71,0,138,0,254,128,255,0,65,8,2,255,255,255,255,255,255,255,0,0,255,0,150,246,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,88,6,146,0,8,0,0,0,0,0,0,241,0,242,0,242,25,241,5,242,0,0,255,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,255,255,255,255,255,255,255,0,0,5,0,0,186,214,117,246,219,242,0,3,0,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,88,2,146,0,4,0,0,0,0,0,0,241,0,242,0,242,25,241,5,242,4,0,255,0,224,68,0,0,0,124,0,116,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,5,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,106,5,139,0,6,1,0,0,0,0,0,241,0,242,0,242,25,241,5,242,7,0,255,0,221,65,0,0,0,121,0,119,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,4,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,122,2,123,0,2,2,0,0,0,0,0,241,0,242,0,242,25,241,5,242,10,0,255,0,218,64,0,0,0,118,0,122,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,4,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,146,4,100,0,2,4,0,0,0,0,0,241,0,242,0,242,25,241,5,242,14,0,255,0,214,64,0,0,0,114,0,126,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,3,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,168,6,76,0,2,6,0,0,0,0,0,241,0,242,0,242,25,241,5,242,18,0,255,0,210,64,0,0,0,110,0,130,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,2,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,146,2,78,0,2,7,0,0,0,0,0,241,0,242,0,242,25,241,5,242,22,0,255,0,206,64,0,0,0,106,0,134,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,2,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,128,5,95,0,2,8,0,0,0,0,0,241,0,242,0,242,25,241,5,242,25,0,255,0,203,64,0,0,0,103,0,137,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,1,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,140,3,101,0,2,9,0,0,0,0,0,241,0,242,0,242,25,241,5,242,27,0,255,0,201,64,0,0,0,101,0,139,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,1,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,158,6,88,0,6,11,0,0,0,0,0,241,0,242,0,242,25,241,5,242,30,0,255,0,198,64,0,0,0,98,0,142,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,0,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,174,3,71,0,5,12,0,0,0,0,0,241,0,242,0,242,25,241,5,242,33,0,255,0,195,64,0,0,0,95,0,145,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,0,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,225,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,164,1,66,0,7,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,35,0,255,0,193,64,0,0,0,93,0,147,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,0,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,140,6,83,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,39,0,255,0,0,64,0,0,0,89,0,151,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,140,6,95,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,41,0,255,0,0,64,0,0,0,87,0,153,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,164,6,82,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,45,0,255,0,0,64,0,0,0,83,0,157,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,174,6,71,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,47,0,255,0,0,64,0,0,0,81,0,159,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,184,6,55,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,51,0,255,0,0,64,0,0,0,77,0,163,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,172,6,56,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,53,0,255,0,0,64,0,0,0,75,0,165,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,3,0
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,150,6,75,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,57,0,255,0,0,64,0,0,0,71,0,169,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
63,63,63,63,63,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,192,192,192,192,192,255,255,255,255,255,255,255,255,255,255,255,255,255,240,0,0,255,0,0,240,0,5,0,0,6,0,70,182,134,198,22,38,54,70,154,6,85,0,4,13,0,0,0,0,0,241,0,242,0,242,25,241,5,242,60,0,255,0,0,64,0,0,0,68,0,172,0,1,0,1,0,0,8,0,255,255,255,255,255,255,255,0,0,255,0,0,186,214,117,246,219,242,0,0,0,3
